yr,season,cat_no,cat_type,PM,TOG,NOx,SOx,CO,CO2,CH4,N2O,HFC,BCO2
1992,Annual,54,Point,1.817,1.018,0.016,0.021,0.042,0.29,0.3211,0.0002,0.0019,2.18
1992,Annual,55,Point,0,3.928,0,0,0,0,0,0,0,0
1992,Annual,56,Point,0,3.587,0,0,0,0,0,0,0,0
1992,Annual,57,Point,0,0.162,0,0,0,0,0,0,0,0
1992,Annual,58,Point,0,0.042,0,0,0,0,0,0,0,0
1992,Annual,60,Point,0,1.502,0,0,0,0,0,0,0,0
1992,Annual,62,Point,0,0.336,0,0,0,0,0,0,0,0
1992,Annual,63,Point,0,0.13,0,0,0,0,0,0,0,0
1992,Annual,64,Point,0,0.231,0,0,0,0,0,0,0,0
1992,Annual,67,Point,0,0.005,0,0,0,0,0,0,0,0
1992,Annual,70,Point,0,0.023,0,0,0,0,0,0,0,0
1992,Annual,78,Point,0,0.127,0,0,0,0,0,0,0,0
1992,Annual,80,Point,0,0.003,0,0,0,0,0,0,0,0
1992,Annual,84,Point,0,0.761,0,0,0,0,0,0,0,0
1992,Annual,85,Point,0,0.266,0,0,0,0,0,0,0,0
1992,Annual,92,Point,0,0,0,0,0,0,0,0,0,0
1992,Annual,105,Point,0,2.235,0,0,0,0,0,0,0,0
1992,Annual,106,Point,0,0.036,0,0,0,0,0,0,0,0
1992,Annual,107,Point,0,0.201,0,0,0,0,0,0,0,0
1992,Annual,108,Point,0,1.641,0,0,0,0,0,0,0,0
1992,Annual,109,Point,0,0.77,0,0,0,0,0,0,0,0
1992,Annual,110,Point,0,0.099,0,0,0,0,0,0,0,0
1992,Annual,112,Point,0,2.379,0,0,0,0,0,0,0,0
1992,Annual,115,Point,0,0.134,0,0,0,0,0,0,0,0
1992,Annual,116,Point,0,0.399,0,0,0,0,0,0,0,0
1992,Annual,117,Point,0.002,0.184,0,0,0,0,0,0,0,0
1992,Annual,252,Point,0,4.263,0,0,0,0,0,0,0,0
1992,Annual,253,Point,0,1.096,0,0,0,0,0,0,0,0
1992,Annual,256,Point,0,0.701,0,0,0,0,0,0,0,0
1992,Annual,257,Point,0,0.186,0,0,0,0,0,0,0,0
1992,Annual,258,Point,0,0.222,0,0,0,0,0,0,0,0
1992,Annual,259,Point,0,0.019,0,0,0,0,0,0,0,0
1992,Annual,260,Point,0,0.59,0,0,0,0,0,0,0,0
1992,Annual,261,Point,0,0.02,0,0,0,0,0,0,0,0
1992,Annual,262,Point,0,0.123,0,0,0,0,0,0,0,0
1992,Annual,263,Point,0,0.035,0,0,0,0,0,0,0,0
1992,Annual,264,Point,0,0.034,0,0,0,0,0,0,0,0
1992,Annual,265,Point,0,0.024,0,0,0,0,0,0,0,0
1992,Annual,266,Point,0,0.005,0,0,0,0,0,0,0,0
1992,Annual,267,Point,0,0.004,0,0,0,0,0,0,0,0
1992,Annual,268,Point,0,1.495,0,0,0,0,0,0,0.0005,0
1992,Annual,269,Point,0,0.302,0,0,0,0,0,0,0,0
1992,Annual,270,Point,0,0.072,0,0,0,0,0,0,0,0
1992,Annual,271,Point,0,0.007,0,0,0,0,0,0,0,0
1992,Annual,272,Point,0,1.614,0,0,0,0,0,0,0,0
1992,Annual,273,Point,0,1.2,0,0,0,0,0,0,0,0
1992,Annual,274,Point,0,2.565,0,0,0,0,0,0,0,0
1992,Annual,275,Point,0,1.332,0,0,0,0,0,0,0,0
1992,Annual,276,Point,0,0.198,0,0,0,0,0,0,0,0
1992,Annual,277,Point,0,0.025,0,0,0,0,0,0,0,0
1992,Annual,278,Point,0,0.097,0,0,0,0,0,0,0,0
1992,Annual,279,Point,0,0.069,0,0,0,0,0,0,0,0
1992,Annual,280,Point,0,1.285,0,0,0,0,0,0,0.0469,0
1992,Annual,281,Point,0,0.351,0,0,0,0,0,0,0,0
1992,Annual,282,Point,0,1.565,0,0,0,0.31,0,0,0,0
1992,Annual,290,Point,0.019,0.019,0.475,0.019,0.467,326.4,0.0034,0,0,0
1992,Annual,291,Point,0.477,1.15,9.81,0.264,3.06,7473.46,0.6111,0.0082,0,44.12
1992,Annual,292,Point,0.056,0.517,0.888,0.056,0.414,104.78,1.8312,0.0005,0,185.67
1992,Annual,293,Point,0.73,0.42,34.68,0.15,9.9,2662.85,0.0065,0.002,0,0
1992,Annual,297,Point,0.043,0.005,0.261,0.443,0.023,60.79,0.0005,0.0005,0,0
1992,Annual,298,Point,0.77,0.29,18.41,1.06,2.08,10291.01,0.2086,0.0123,0,0
1992,Annual,299,Point,1.05,0.64,25.49,2.9,2.29,12892.46,0.6844,0.0459,0,0
